Date,시가,고가,저가,종가,거래량,외국인소진율,계약금액,최근매출액,매출액대비(%),시작일,종료일
20191111,6280,6330,6200,6250,45218,3.86,0.0,0.0,0.0,0,0
20191112,6210,6330,6210,6260,32551,3.84,0.0,0.0,0.0,0,0
20191113,6990,7100,6500,6820,1704933,2.64,0.0,0.0,0.0,0,0
20191114,6780,6930,6550,6830,343889,2.81,0.0,0.0,0.0,0,0
20191115,6860,7220,6730,7170,774900,2.83,0.0,0.0,0.0,0,0
20191118,7300,7550,7210,7270,553104,2.78,0.0,0.0,0.0,0,0
20191119,7140,7220,6930,7130,240298,3.06,0.0,0.0,0.0,0,0
20191120,7130,7210,6880,7080,191716,3.26,0.0,0.0,0.0,0,0
20191121,7000,7200,6870,6990,130130,3.28,0.0,0.0,0.0,0,0
20191122,6800,7030,6700,6730,186696,3.48,0.0,0.0,0.0,0,0
20191125,6900,7330,6860,7270,326326,3.78,0.0,0.0,0.0,0,0
20191126,7100,7390,7100,7390,167777,3.8,0.0,0.0,0.0,0,0
20191127,7390,7400,7160,7200,141805,3.45,0.0,0.0,0.0,0,0
20191128,7190,7300,6950,7000,101756,3.44,0.0,0.0,0.0,0,0
20191129,7370,7750,7250,7510,919664,3.01,0.0,0.0,0.0,0,0
20191202,7410,7540,7200,7240,347172,2.78,0.0,0.0,0.0,0,0
20191203,7320,7370,7000,7270,292944,2.69,0.0,0.0,0.0,0,0
20191204,7080,7190,7010,7080,191349,2.58,0.0,0.0,0.0,0,0
20191205,7180,8330,6620,6740,7549547,1.65,0.0,0.0,0.0,0,0
20191206,6920,7210,6780,7060,1319528,1.14,0.0,0.0,0.0,0,0
20191209,7030,7090,6780,6810,423074,1.13,0.0,0.0,0.0,0,0
20191210,6810,6830,6660,6740,234762,1.1,0.0,0.0,0.0,0,0
20191211,6700,6850,6690,6810,153226,1.21,0.0,0.0,0.0,0,0
20191212,6780,7020,6780,6950,256932,1.63,0.0,0.0,0.0,0,0
20191213,6970,6990,6820,6970,155364,1.66,0.0,0.0,0.0,0,0
20191216,7010,7100,6910,6930,260520,1.44,0.0,0.0,0.0,0,0
20191217,6990,7040,6680,6710,282840,1.59,0.0,0.0,0.0,0,0
20191218,6710,6780,6570,6780,222458,1.77,0.0,0.0,0.0,0,0
20191219,6730,6760,6600,6610,180731,1.76,0.0,0.0,0.0,0,0
20191220,6610,6680,6510,6580,139868,1.8,0.0,0.0,0.0,0,0
20191223,6520,6530,6280,6300,208770,1.91,0.0,0.0,0.0,0,0
20191224,6300,6410,6250,6250,127832,1.92,0.0,0.0,0.0,0,0
20191226,6250,6430,6250,6430,110587,2.11,0.0,0.0,0.0,0,0
20191227,6370,6810,6370,6700,200343,2.04,0.0,0.0,0.0,0,0
20191230,6780,6870,6660,6730,244049,2.12,0.0,0.0,0.0,0,0
20200102,6950,6960,6500,6550,411243,1.89,0.0,0.0,0.0,0,0
20200103,6590,6600,6410,6410,208072,1.88,0.0,0.0,0.0,0,0
20200106,6270,6390,6110,6130,194092,1.83,0.0,0.0,0.0,0,0
20200107,6180,6250,6100,6170,140159,1.78,0.0,0.0,0.0,0,0
20200108,6140,6170,5720,5750,411588,1.73,0.0,0.0,0.0,0,0
20200109,5910,6240,5910,6140,239287,2.18,0.0,0.0,0.0,0,0
20200110,6140,6320,6140,6270,117787,2.3,0.0,0.0,0.0,0,0
20200113,6250,6510,6150,6460,239162,2.71,0.0,0.0,0.0,0,0
20200114,6460,6490,6310,6360,123784,2.71,0.0,0.0,0.0,0,0
20200115,6310,6520,6310,6500,115829,2.88,0.0,0.0,0.0,0,0
20200116,6460,6570,6370,6400,90496,2.78,0.0,0.0,0.0,0,0
20200117,6370,6540,6370,6430,69881,2.83,0.0,0.0,0.0,0,0
20200120,6420,6470,6200,6220,125361,2.79,0.0,0.0,0.0,0,0
20200121,6170,6350,6170,6200,101078,2.78,0.0,0.0,0.0,0,0
20200122,6170,6300,6100,6160,87866,2.75,0.0,0.0,0.0,0,0
20200123,6130,6190,6070,6110,84154,2.71,0.0,0.0,0.0,0,0
20200128,5810,5900,5800,5800,187681,2.63,0.0,0.0,0.0,0,0
20200129,5810,6080,5810,5850,111187,2.78,0.0,0.0,0.0,0,0
20200130,5890,5910,5620,5650,148407,2.63,0.0,0.0,0.0,0,0
20200131,5650,5760,5470,5500,148399,2.61,0.0,0.0,0.0,0,0
20200203,5310,5800,5150,5480,267346,2.76,0.0,0.0,0.0,0,0
20200204,5430,5730,5430,5650,82574,2.87,0.0,0.0,0.0,0,0
20200205,5690,5820,5660,5720,75439,2.79,0.0,0.0,0.0,0,0
20200206,5800,5890,5750,5860,56620,2.73,0.0,0.0,0.0,0,0
20200207,5900,5900,5760,5870,53070,2.77,0.0,0.0,0.0,0,0
20200210,5880,6000,5810,5980,69755,2.77,0.0,0.0,0.0,0,0
20200211,5910,5930,5700,5810,103857,2.83,0.0,0.0,0.0,0,0
20200212,5800,6100,5780,5780,196169,2.65,0.0,0.0,0.0,0,0
20200213,5800,5910,5750,5800,101324,2.69,0.0,0.0,0.0,0,0
20200214,5800,5890,5760,5790,59813,2.69,0.0,0.0,0.0,0,0
20200217,5750,5770,5700,5720,55053,2.72,0.0,0.0,0.0,0,0
20200218,5730,5730,5530,5570,104991,2.74,0.0,0.0,0.0,0,0
20200219,5560,5650,5390,5500,126347,2.74,0.0,0.0,0.0,0,0
20200220,5440,5550,5350,5380,101033,2.72,0.0,0.0,0.0,0,0
20200221,5300,5390,5190,5310,141016,2.84,0.0,0.0,0.0,0,0
20200224,5170,5270,4895,4980,274468,2.71,0.0,0.0,0.0,0,0
20200225,4870,5270,4870,5170,187705,3.18,0.0,0.0,0.0,0,0
20200226,5120,5190,4910,5150,75776,3.2,0.0,0.0,0.0,0,0
20200227,5110,5220,4980,4995,112236,3.09,0.0,0.0,0.0,0,0
20200228,4995,4995,4730,4730,180484,3.04,0.0,0.0,0.0,0,0
20200302,4730,5040,4680,4985,123373,3.23,0.0,0.0,0.0,0,0
20200303,5080,5160,5010,5040,106581,3.39,0.0,0.0,0.0,0,0
20200304,5040,5190,4970,5150,77666,3.52,0.0,0.0,0.0,0,0
20200305,5240,5340,5170,5230,84460,3.44,0.0,0.0,0.0,0,0
20200306,5350,5350,5120,5170,115737,3.2,0.0,0.0,0.0,0,0
20200309,5080,5160,4910,4930,123047,3.0,0.0,0.0,0.0,0,0
20200310,4800,5070,4800,5050,123810,2.61,0.0,0.0,0.0,0,0
20200311,5050,5080,4865,4880,100087,2.36,0.0,0.0,0.0,0,0
20200312,4800,4880,4410,4415,271108,2.13,0.0,0.0,0.0,0,0
20200313,3810,4295,3610,4220,496434,2.04,0.0,0.0,0.0,0,0
20200316,4220,4400,4030,4045,172081,1.84,0.0,0.0,0.0,0,0
20200317,3605,4150,3605,4010,146322,2.01,0.0,0.0,0.0,0,0
20200318,4035,4175,3905,3905,185918,1.78,0.0,0.0,0.0,0,0
20200319,3950,4045,3350,3445,284946,1.71,0.0,0.0,0.0,0,0
20200320,3450,3645,3450,3600,214063,1.82,0.0,0.0,0.0,0,0
20200323,3445,3715,3320,3510,180686,1.74,0.0,0.0,0.0,0,0
20200324,3570,3800,3550,3770,131714,1.85,0.0,0.0,0.0,0,0
20200325,3910,4050,3820,4010,180632,1.82,0.0,0.0,0.0,0,0
20200326,4010,4225,3920,4020,183428,1.99,0.0,0.0,0.0,0,0
20200327,4175,4240,3890,4100,188189,2.07,0.0,0.0,0.0,0,0
20200330,3910,4195,3910,4165,87219,2.24,0.0,0.0,0.0,0,0
20200331,4245,5170,4150,4680,1034075,1.96,0.0,0.0,0.0,0,0
20200401,4560,4785,4480,4530,292118,2.01,0.0,0.0,0.0,0,0
20200402,4485,4600,4290,4600,189890,1.98,0.0,0.0,0.0,0,0
20200403,4605,4680,4535,4625,89298,2.0,0.0,0.0,0.0,0,0
20200406,4635,4755,4630,4750,166235,2.21,0.0,0.0,0.0,0,0
20200407,4950,4955,4710,4790,263477,2.14,0.0,0.0,0.0,0,0
20200408,4755,4855,4670,4795,146649,2.28,0.0,0.0,0.0,0,0
20200409,4920,4970,4810,4850,142094,2.39,0.0,0.0,0.0,0,0
20200410,4895,4895,4585,4840,192225,2.43,0.0,0.0,0.0,0,0
20200413,4790,4850,4710,4750,92575,2.47,0.0,0.0,0.0,0,0
20200414,4720,5160,4720,5050,621668,2.7,0.0,0.0,0.0,0,0
20200416,5170,5950,4950,5710,1728744,2.13,0.0,0.0,0.0,0,0
20200417,5670,5740,5530,5720,494449,2.15,0.0,0.0,0.0,0,0
20200420,5770,6270,5730,6010,1203324,2.03,0.0,0.0,0.0,0,0
20200421,6050,6320,5140,5690,1618605,2.05,0.0,0.0,0.0,0,0
20200422,5700,5770,5380,5770,288219,2.03,0.0,0.0,0.0,0,0
20200423,5770,5930,5670,5690,415664,1.93,0.0,0.0,0.0,0,0
20200424,5610,5950,5500,5580,382250,1.91,0.0,0.0,0.0,0,0
20200427,5640,5750,5550,5570,206310,1.85,0.0,0.0,0.0,0,0
20200428,5670,5690,5470,5550,198550,1.95,0.0,0.0,0.0,0,0
20200429,5630,5660,5520,5560,128694,1.95,0.0,0.0,0.0,0,0
20200504,5780,5800,5600,5600,166087,1.84,0.0,0.0,0.0,0,0
20200506,5650,5750,5600,5730,143214,1.98,0.0,0.0,0.0,0,0
20200507,5760,6290,5650,5980,867333,1.85,0.0,0.0,0.0,0,0
20200508,6080,6170,5920,6150,412637,2.17,0.0,0.0,0.0,0,0
20200511,5960,6000,5780,5800,381000,1.95,0.0,0.0,0.0,0,0
20200512,5780,5870,5610,5730,126414,1.92,0.0,0.0,0.0,0,0
20200513,5640,5780,5640,5700,66049,1.98,0.0,0.0,0.0,0,0
20200514,5630,5710,5540,5540,129420,2.03,0.0,0.0,0.0,0,0
20200515,5620,5640,5480,5560,74291,1.93,0.0,0.0,0.0,0,0
20200518,5520,5610,5480,5560,74520,1.97,0.0,0.0,0.0,0,0
20200519,5600,5750,5600,5650,91402,1.94,0.0,0.0,0.0,0,0
20200520,5650,5750,5650,5710,55150,2.01,0.0,0.0,0.0,0,0
20200521,5820,5820,5680,5710,125040,2.01,0.0,0.0,0.0,0,0
20200522,5790,5890,5700,5720,180581,2.06,0.0,0.0,0.0,0,0
20200525,5780,5780,5630,5670,97824,2.11,0.0,0.0,0.0,0,0
20200526,5670,6090,5640,5990,609112,2.41,0.0,0.0,0.0,0,0
20200527,5990,6120,5720,5920,301575,2.25,0.0,0.0,0.0,0,0
20200528,5990,6310,5790,5900,1267007,1.67,0.0,0.0,0.0,0,0
20200529,5900,5990,5800,5870,141414,1.85,0.0,0.0,0.0,0,0
20200601,5940,5940,5850,5890,93496,1.81,0.0,0.0,0.0,0,0
20200602,5930,6230,5900,6100,621503,1.88,0.0,0.0,0.0,0,0
20200603,6140,6150,5990,6010,227115,1.83,0.0,0.0,0.0,0,0
20200604,6010,6060,5950,5990,114906,1.86,0.0,0.0,0.0,0,0
20200605,5990,6110,5970,6060,108005,2.03,0.0,0.0,0.0,0,0
20200608,6030,6060,5850,5860,202415,2.11,0.0,0.0,0.0,0,0
20200609,5680,5760,5610,5630,308692,2.15,0.0,0.0,0.0,0,0
20200610,5580,5610,5510,5530,152958,2.13,0.0,0.0,0.0,0,0
20200611,5560,5610,5450,5520,115639,2.11,0.0,0.0,0.0,0,0
20200612,5250,5450,5150,5410,201632,2.22,0.0,0.0,0.0,0,0
20200615,5340,5340,4970,4975,243400,2.19,0.0,0.0,0.0,0,0
20200616,5010,5470,5010,5300,342550,2.34,0.0,0.0,0.0,0,0
20200617,4990,5080,4950,4995,362222,2.16,0.0,0.0,0.0,0,0
20200618,4995,5160,4900,4995,162112,2.17,0.0,0.0,0.0,0,0
20200619,5030,5450,4995,5190,590909,2.15,0.0,0.0,0.0,0,0
20200622,5140,5220,5010,5070,134244,2.02,0.0,0.0,0.0,0,0
20200623,5060,5140,4900,4910,170506,2.03,0.0,0.0,0.0,0,0
20200624,5240,5350,5110,5350,538533,2.28,0.0,0.0,0.0,0,0
20200625,5250,5300,5110,5220,137205,2.19,0.0,0.0,0.0,0,0
20200626,5360,5360,5110,5150,113308,2.08,0.0,0.0,0.0,0,0
20200629,5050,5140,5000,5050,87190,2.09,0.0,0.0,0.0,0,0
20200630,5070,5160,5020,5050,62107,2.11,0.0,0.0,0.0,0,0
20200701,5100,5270,5050,5180,105697,2.05,0.0,0.0,0.0,0,0
20200702,5190,5330,5190,5320,113622,2.04,0.0,0.0,0.0,0,0
20200703,5330,5850,5320,5820,657894,2.21,0.0,0.0,0.0,0,0
20200706,5830,5860,5600,5740,391238,1.93,0.0,0.0,0.0,0,0
20200707,5720,5790,5600,5660,175385,2.03,0.0,0.0,0.0,0,0
20200708,5590,5780,5540,5670,291594,2.08,0.0,0.0,0.0,0,0
20200709,5700,5810,5600,5600,122561,1.99,0.0,0.0,0.0,0,0
20200710,5710,5710,5410,5470,132206,2.0,0.0,0.0,0.0,0,0
20200713,5550,5550,5450,5530,85641,2.06,0.0,0.0,0.0,0,0
20200714,5530,5590,5420,5500,97745,2.1,0.0,0.0,0.0,0,0
20200715,5600,5600,5490,5570,80866,2.12,0.0,0.0,0.0,0,0
20200716,5570,5590,5450,5510,80273,2.13,0.0,0.0,0.0,0,0
20200717,5550,5690,5550,5650,174182,2.24,0.0,0.0,0.0,0,0
20200720,5770,5790,5630,5720,195242,2.3,0.0,0.0,0.0,0,0
20200721,5680,5760,5630,5740,122080,2.42,0.0,0.0,0.0,0,0
20200722,5850,5880,5710,5710,206063,2.34,0.0,0.0,0.0,0,0
20200723,5710,5810,5580,5680,150186,2.31,0.0,0.0,0.0,0,0
20200724,5620,5680,5490,5530,152112,2.5,0.0,0.0,0.0,0,0
20200727,5490,5710,5480,5700,127390,2.7,0.0,0.0,0.0,0,0
20200728,5700,5750,5600,5600,124176,2.66,0.0,0.0,0.0,0,0
20200729,5600,5630,5530,5540,78391,2.7,0.0,0.0,0.0,0,0
20200730,5590,5680,5540,5620,88737,2.63,0.0,0.0,0.0,0,0
20200731,5620,5700,5560,5600,63724,2.57,0.0,0.0,0.0,0,0
20200803,5660,5660,5480,5550,84114,2.53,0.0,0.0,0.0,0,0
20200804,5560,5610,5500,5500,100032,2.57,0.0,0.0,0.0,0,0
20200805,5540,5540,5410,5450,123674,2.59,0.0,0.0,0.0,0,0
20200806,5510,5580,5400,5550,122995,2.78,0.0,0.0,0.0,0,0
20200807,5600,5600,5450,5460,107954,2.72,0.0,0.0,0.0,0,0
20200810,5500,5500,5400,5500,101552,2.69,0.0,0.0,0.0,0,0
20200811,5470,5620,5470,5530,99290,2.89,0.0,0.0,0.0,0,0
20200812,5480,5550,5320,5410,111296,2.68,0.0,0.0,0.0,0,0
20200813,5420,5590,5380,5480,141042,2.77,0.0,0.0,0.0,0,0
20200814,5560,5560,5400,5470,94194,2.71,0.0,0.0,0.0,0,0
20200818,5400,5410,5050,5110,266278,2.45,0.0,0.0,0.0,0,0
20200819,5110,5210,5090,5120,60775,2.41,0.0,0.0,0.0,0,0
20200820,5120,5130,4905,4925,149712,2.18,0.0,0.0,0.0,0,0
20200821,4940,5240,4940,5050,107738,2.12,0.0,0.0,0.0,0,0
20200824,4915,5050,4900,4995,76959,2.16,0.0,0.0,0.0,0,0
20200825,5000,5110,5000,5110,67366,2.18,0.0,0.0,0.0,0,0
20200826,5070,5110,4975,5040,69964,2.17,0.0,0.0,0.0,0,0
20200827,5060,5060,4900,4940,148222,2.07,0.0,0.0,0.0,0,0
20200828,4905,4990,4900,4955,79049,2.11,0.0,0.0,0.0,0,0
20200831,4955,5030,4915,4915,100804,2.14,0.0,0.0,0.0,0,0
20200901,4915,4975,4915,4975,35932,2.12,0.0,0.0,0.0,0,0
20200902,4980,5060,4950,5040,105337,2.34,0.0,0.0,0.0,0,0
20200903,5050,5130,5000,5070,86530,2.32,0.0,0.0,0.0,0,0
20200904,4905,5020,4905,4975,95052,2.29,0.0,0.0,0.0,0,0
20200907,5050,5320,4965,5240,257705,2.51,0.0,0.0,0.0,0,0
20200908,5200,5290,5120,5120,100063,2.37,0.0,0.0,0.0,0,0
20200909,5020,5200,5010,5110,68925,2.36,0.0,0.0,0.0,0,0
20200910,5130,5240,5120,5210,66560,2.44,0.0,0.0,0.0,0,0
20200911,5260,5390,5200,5250,151894,2.31,0.0,0.0,0.0,0,0
20200914,5370,5470,5250,5470,174845,2.47,0.0,0.0,0.0,0,0
20200915,5430,5450,5350,5400,68726,2.39,0.0,0.0,0.0,0,0
20200916,5410,5500,5260,5290,96747,2.42,0.0,0.0,0.0,0,0
20200917,5310,5370,5240,5240,61217,2.42,0.0,0.0,0.0,0,0
20200918,5290,5350,5240,5270,37527,2.36,0.0,0.0,0.0,0,0
20200921,5270,5300,5110,5180,82148,2.37,0.0,0.0,0.0,0,0
20200922,5140,5210,5000,5040,77021,2.34,0.0,0.0,0.0,0,0
20200923,5050,5100,4945,4990,74464,2.25,0.0,0.0,0.0,0,0
20200924,4910,5080,4905,4930,90642,2.19,0.0,0.0,0.0,0,0
20200925,4960,5190,4835,5070,166379,2.17,0.0,0.0,0.0,0,0
20200928,5190,5220,5090,5160,93717,2.18,0.0,0.0,0.0,0,0
20200929,5270,5410,5180,5330,176640,2.47,0.0,0.0,0.0,0,0
20201005,5220,5260,5180,5190,91604,2.55,0.0,0.0,0.0,0,0
20201006,5230,5320,5220,5310,86241,2.48,0.0,0.0,0.0,0,0
20201007,5300,5300,5230,5280,32112,2.43,0.0,0.0,0.0,0,0
20201008,5230,5320,5230,5280,42405,2.42,0.0,0.0,0.0,0,0
20201012,5440,5480,5360,5430,127079,2.39,0.0,0.0,0.0,0,0
20201013,5390,5450,5300,5370,69467,2.33,0.0,0.0,0.0,0,0
20201014,5370,5400,5280,5310,64906,2.35,0.0,0.0,0.0,0,0
20201015,5440,5450,5240,5310,114461,2.36,0.0,0.0,0.0,0,0
20201016,5320,5350,5180,5270,61825,2.28,0.0,0.0,0.0,0,0
20201019,5270,5290,5160,5170,53425,2.22,0.0,0.0,0.0,0,0
20201020,5100,5200,5040,5150,51130,2.2,0.0,0.0,0.0,0,0
20201021,5150,5190,5100,5190,30848,2.2,0.0,0.0,0.0,0,0
20201022,5200,5230,5060,5100,64380,2.13,0.0,0.0,0.0,0,0
20201023,5130,5150,5060,5080,46785,2.16,0.0,0.0,0.0,0,0
20201026,5040,5120,4940,4945,79795,2.11,0.0,0.0,0.0,0,0
20201027,4875,4995,4875,4920,84313,2.12,0.0,0.0,0.0,0,0
20201028,4920,4985,4910,4940,36028,2.12,0.0,0.0,0.0,0,0
20201029,4890,4940,4870,4935,138637,2.09,0.0,0.0,0.0,0,0
20201030,4945,4950,4890,4895,46438,2.01,0.0,0.0,0.0,0,0
20201102,4895,4945,4890,4925,35995,1.98,0.0,0.0,0.0,0,0
20201103,4950,5090,4935,5040,56148,2.01,0.0,0.0,0.0,0,0
20201104,5100,5290,5010,5250,199539,2.08,0.0,0.0,0.0,0,0
20201105,5050,5080,4980,5040,132525,2.03,0.0,0.0,0.0,0,0
20201106,5080,5080,5000,5010,67281,1.98,0.0,0.0,0.0,0,0
20201109,5070,5100,5020,5100,74722,2.05,0.0,0.0,0.0,0,0
20201110,5160,5200,5100,5130,69804,2.13,0.0,0.0,0.0,0,0
20201111,5160,5300,5140,5220,71624,2.12,0.0,0.0,0.0,0,0
20201112,5250,5250,5170,5220,40543,2.11,0.0,0.0,0.0,0,0
20201113,5150,5220,5090,5110,85395,2.05,0.0,0.0,0.0,0,0
20201116,5120,5150,5060,5120,61330,2.06,0.0,0.0,0.0,0,0
